date,long cashflow,exit order,exit price,return
2016-01-07 10:50:00,-10632.9,-320.0,34.0585078125,0.0886075
2016-01-08 12:25:00,-328.2,-10.0,33.6405,0.002735
2016-01-12 08:15:00,-308.3,-10.0,31.60075,0.00256916666667
2016-01-18 06:50:00,-1164.0,-40.0,29.8275,0.0097
2016-01-20 18:00:00,-1076.0,-40.0,27.5725,0.00896666666667
Sum,0.112578333333,,,
