date,long cashflow,exit order,exit price,return
2016-01-22 01:15:00,-16519.336075,-550,30.936211195,0.16519336075
2016-02-09 14:05:00,-277.4327438,-10,28.5755726114,0.002774327438
2016-02-10 10:30:00,-1391.552916,-50,28.6659900696,0.01391552916
2016-02-11 19:30:00,-800.491501,-30,27.4835415343,0.00800491501
2016-03-31 16:55:00,0.0,0,0.0,0.0
