date,price,order
2016-03-10 22:35:00,38.6357039369,-10
2016-03-14 07:45:00,37.4766328188,10
2016-03-16 20:05:00,39.2084079654,-10
2016-03-17 14:20:00,40.2084079654,-20
2016-03-21 03:30:00,38.6788223931,30
2016-03-22 10:45:00,41.8686002324,-10
2016-03-23 09:10:00,40.6125422254,10
