date,price,order
2016-02-01 20:30:00,31.17,10
2016-02-02 05:05:00,30.55,20
2016-02-02 09:35:00,29.94,40
2016-02-03 10:45:00,31.04725,-70
2016-02-09 08:30:00,29.45,10
2016-02-09 10:05:00,30.18625,-10
2016-02-09 11:30:00,29.43,10
2016-02-09 12:25:00,28.84,10
2016-02-09 13:10:00,28.27,20
2016-02-10 09:10:00,27.7,40
2016-02-10 10:30:00,28.90628125,-80
2016-02-10 14:15:00,27.35,10
2016-02-10 22:30:00,26.8,10
2016-02-11 07:10:00,26.27,20
2016-02-11 09:55:00,27.3393125,-40
2016-02-11 10:40:00,26.45,10
2016-02-11 11:55:00,27.11125,-10
2016-02-11 14:20:00,26.45,10
2016-02-11 14:45:00,27.11125,-10
2016-02-11 16:55:00,26.45,10
2016-02-11 16:55:00,27.11125,-10
