date,short position,long position,net position,short pnl,long pnl,short return,long return,accumulate return
2016-05-20 14:25:00,0,0,0,,,,,0.2554625
2016-05-23 16:55:00,0,0,0,,,,,0.2554625
2016-05-24 16:55:00,0,0,0,,,,,0.2554625
2016-05-25 16:55:00,-10,0,-10,,,,,0.2554625
2016-05-26 16:55:00,-10,0,-10,,,,,0.2554625
2016-05-27 16:55:00,-10,0,-10,,,,,0.2554625
2016-05-30 12:55:00,-10,0,-10,,,,,0.2554625
2016-05-31 16:55:00,-10,0,-10,,,,,0.2554625
2016-06-01 16:55:00,0,0,0,12.41,,0.00413666666667,,0.259599166667
2016-06-02 16:55:00,0,0,0,,,,,0.259599166667
2016-06-06 16:55:00,0,0,0,,,,,0.259599166667
2016-06-07 16:55:00,-10,0,-10,,,,,0.259599166667
2016-06-08 16:55:00,-20,0,-20,,,,,0.259599166667
2016-06-09 16:55:00,-20,0,-20,,,,,0.259599166667
2016-06-10 16:55:00,0,0,0,25.445,,0.00848166666667,,0.268080833333
2016-06-13 16:55:00,0,0,0,,,,,0.268080833333
2016-06-14 16:55:00,0,0,0,,,,,0.268080833333
2016-06-15 16:55:00,0,0,0,,,,,0.268080833333
