date,short cashflow,exit order,exit price,return
2016-03-14 07:45:00,386.3570428,10,37.4766331516,0.003863570428
2016-03-20 20:30:00,2411.2280486,60,38.981520119,0.024112280486
2016-03-23 10:30:00,830.4397934,20,40.2763299799,0.008304397934
2016-03-31 16:55:00,0.0,0,0.0,0.0
