date,short position,long position,net position,short pnl,long pnl,short return,long return,accumulate return
2016-01-22 16:55:00,-80,0,-80,,,,,0.0
2016-01-25 16:55:00,0,0,0,63.2075,,0.0210691666667,,0.0210691666667
2016-01-26 16:55:00,0,0,0,,,,,0.0210691666667
2016-01-27 16:55:00,0,0,0,,,,,0.0210691666667
2016-01-28 16:55:00,-10,0,-10,33.74,,0.0112466666667,,0.0323158333333
2016-01-29 16:55:00,0,0,0,16.9375,,0.00564583333333,,0.0379616666667
2016-02-01 16:55:00,0,0,0,,,,,0.0379616666667
2016-02-02 16:55:00,0,0,0,,,,,0.0379616666667
2016-02-03 16:55:00,0,0,0,,,,,0.0379616666667
2016-02-04 16:55:00,0,0,0,,,,,0.0379616666667
2016-02-05 16:55:00,0,0,0,,,,,0.0379616666667
2016-02-08 16:55:00,0,0,0,,,,,0.0379616666667
2016-02-09 16:55:00,0,0,0,,6.935,,0.00231166666667,0.0402733333333
2016-02-10 16:55:00,0,10,10,,6.9225,,0.0023075,0.0425808333333
2016-02-11 16:55:00,0,0,0,,46.51,,0.0155033333333,0.0580841666667
2016-02-12 16:55:00,0,0,0,,,,,0.0580841666667
2016-02-15 12:55:00,0,0,0,,,,,0.0580841666667
2016-02-16 16:55:00,0,0,0,,,,,0.0580841666667
2016-02-17 16:55:00,0,0,0,,,,,0.0580841666667
2016-02-18 16:55:00,0,0,0,,,,,0.0580841666667
2016-02-19 16:55:00,0,0,0,,,,,0.0580841666667
2016-02-22 14:25:00,0,0,0,,,,,0.0580841666667
2016-02-23 16:55:00,0,0,0,,,,,0.0580841666667
2016-02-24 16:55:00,0,0,0,,,,,0.0580841666667
2016-02-25 16:55:00,0,0,0,,,,,0.0580841666667
2016-02-26 16:55:00,0,0,0,,,,,0.0580841666667
2016-02-29 16:55:00,0,0,0,,,,,0.0580841666667
2016-03-01 16:55:00,0,0,0,,,,,0.0580841666667
2016-03-02 16:55:00,0,0,0,,,,,0.0580841666667
2016-03-03 16:55:00,0,0,0,,,,,0.0580841666667
2016-03-04 16:55:00,-20,0,-20,,,,,0.0580841666667
2016-03-07 16:55:00,-80,0,-80,,,,,0.0580841666667
2016-03-08 16:55:00,0,0,0,150.2325,,0.0500775,,0.108161666667
2016-03-09 16:55:00,0,0,0,,,,,0.108161666667
2016-03-10 16:55:00,0,0,0,,,,,0.108161666667
2016-03-11 16:55:00,0,0,0,,,,,0.108161666667
2016-03-14 16:55:00,0,0,0,,,,,0.108161666667
2016-03-15 16:55:00,0,0,0,,,,,0.108161666667
2016-03-16 16:55:00,0,0,0,,,,,0.108161666667
2016-03-17 16:55:00,-20,0,-20,,,,,0.108161666667
2016-03-18 16:55:00,0,0,0,40.315,,0.0134383333333,,0.1216
2016-03-21 14:25:00,0,0,0,,,,,0.1216
2016-03-22 16:55:00,-20,0,-20,,,,,0.1216
2016-03-23 16:55:00,0,0,0,20.6175,,0.0068725,,0.1284725
2016-03-24 16:55:00,0,0,0,,,,,0.1284725
2016-03-28 16:55:00,0,0,0,,,,,0.1284725
2016-03-29 16:55:00,0,0,0,,,,,0.1284725
2016-03-30 16:55:00,0,0,0,,,,,0.1284725
2016-03-31 16:55:00,0,0,0,,,,,0.1284725
2016-04-01 16:55:00,0,0,0,,,,,0.1284725
2016-04-04 16:55:00,0,0,0,,,,,0.1284725
2016-04-05 16:55:00,0,0,0,,,,,0.1284725
2016-04-06 16:55:00,0,0,0,,,,,0.1284725
2016-04-07 16:55:00,0,0,0,,,,,0.1284725
2016-04-08 16:55:00,0,0,0,,,,,0.1284725
2016-04-11 16:55:00,0,0,0,,,,,0.1284725
2016-04-12 16:55:00,0,0,0,,,,,0.1284725
2016-04-13 16:55:00,0,0,0,,,,,0.1284725
2016-04-14 16:55:00,0,0,0,,,,,0.1284725
2016-04-15 16:55:00,0,0,0,,,,,0.1284725
2016-04-18 16:55:00,0,0,0,,,,,0.1284725
2016-04-19 16:55:00,0,0,0,,,,,0.1284725
2016-04-20 14:25:00,0,0,0,-1.9,,-0.000633333333333,,0.127839166667
