date,price,order
2016-03-10 22:35:00,38.63570428,-100
2016-03-14 07:45:00,37.4766331516,100
2016-03-16 19:50:00,38.85380081,-100
2016-03-17 12:20:00,40.0194148343,-100
2016-03-22 07:50:00,41.2199972793,-200
2016-03-24 05:10:00,39.1184534742,400
2016-04-12 13:45:00,42.03963038,-100
2016-04-15 06:15:00,40.7784414686,100
2016-04-20 23:15:00,44.2382947107,-100
2016-04-25 05:00:00,42.94980069,-100
2016-04-27 14:25:00,45.565443552,-200
2016-05-04 13:10:00,43.2423532574,400
2016-05-05 08:25:00,45.6470545,-100
2016-05-05 13:25:00,44.277642865,100
2016-05-06 11:25:00,45.00356098,-100
2016-05-09 11:10:00,43.6534541506,100
2016-05-11 10:50:00,45.77701284,-100
2016-05-16 05:50:00,47.1503232252,-100
2016-05-17 15:55:00,48.564832922,-200
2016-05-26 07:40:00,49.89,400
