date,short position,long position,net position,short pnl,long pnl,short return,long return,accumulate return
2016-03-02 16:55:00,0,0,0,,8.4914185025,,0.00283047283417,0.00283047283417
2016-03-03 16:55:00,0,0,0,,,,,0.00283047283417
2016-03-04 16:55:00,-20,0,-20,,,,,0.00283047283417
2016-03-07 16:55:00,-80,0,-80,,,,,0.00283047283417
2016-03-08 16:55:00,-80,0,-80,,,,,0.00283047283417
2016-03-09 16:55:00,-160,0,-160,,,,,0.00283047283417
2016-03-10 16:55:00,-160,0,-160,,,,,0.00283047283417
2016-03-11 16:55:00,-160,0,-160,,,,,0.00283047283417
2016-03-14 16:55:00,0,0,0,150.821841468,,0.050273947156,,0.0531044199902
2016-03-15 16:55:00,0,0,0,,,,,0.0531044199902
2016-03-16 16:55:00,0,0,0,,,,,0.0531044199902
2016-03-17 16:55:00,-20,0,-20,,,,,0.0531044199902
2016-03-18 16:55:00,-40,0,-40,,,,,0.0531044199902
2016-03-21 14:25:00,0,0,0,39.8329165904,,0.0132776388635,,0.0663820588537
2016-03-22 16:55:00,-10,0,-10,,,,,0.0663820588537
2016-03-23 16:55:00,0,0,0,20.4636047834,,0.00682120159445,,0.0732032604481
2016-03-24 16:55:00,0,0,0,,,,,0.0732032604481
2016-03-28 16:55:00,0,0,0,,,,,0.0732032604481
2016-03-29 16:55:00,0,0,0,,,,,0.0732032604481
2016-03-30 16:55:00,0,0,0,,,,,0.0732032604481
2016-03-31 16:55:00,0,0,0,,,,,0.0732032604481
2016-04-01 16:55:00,0,0,0,,,,,0.0732032604481
2016-04-04 16:55:00,0,0,0,,,,,0.0732032604481
2016-04-05 16:55:00,0,0,0,,,,,0.0732032604481
2016-04-06 16:55:00,0,0,0,,,,,0.0732032604481
2016-04-07 16:55:00,0,0,0,,,,,0.0732032604481
2016-04-08 16:55:00,0,0,0,,,,,0.0732032604481
2016-04-11 16:55:00,0,0,0,,,,,0.0732032604481
2016-04-12 16:55:00,0,0,0,,,,,0.0732032604481
2016-04-13 16:55:00,0,0,0,,,,,0.0732032604481
2016-04-14 16:55:00,0,0,0,,,,,0.0732032604481
2016-04-15 16:55:00,0,0,0,,,,,0.0732032604481
2016-04-18 16:55:00,0,0,0,,,,,0.0732032604481
2016-04-19 16:55:00,0,0,0,,,,,0.0732032604481
2016-04-20 14:25:00,-10,0,-10,,,,,0.0732032604481
2016-04-21 16:55:00,-40,0,-40,,,,,0.0732032604481
2016-04-22 16:55:00,-40,0,-40,,,,,0.0732032604481
2016-04-25 16:55:00,-40,0,-40,,,,,0.0732032604481
2016-04-26 16:55:00,-40,0,-40,,,,,0.0732032604481
2016-04-27 16:55:00,-80,0,-80,,,,,0.0732032604481
2016-04-28 16:55:00,-160,0,-160,,,,,0.0732032604481
2016-04-29 16:55:00,-160,0,-160,,,,,0.0732032604481
2016-05-02 16:55:00,-160,0,-160,,,,,0.0732032604481
2016-05-03 16:55:00,0,0,0,180.487159051,,0.0601623863504,,0.133365646799
2016-05-04 16:55:00,0,0,0,,,,,0.133365646799
2016-05-05 16:55:00,0,0,0,,,,,0.133365646799
2016-05-06 16:55:00,0,0,0,,,,,0.133365646799
2016-05-09 16:55:00,0,0,0,,,,,0.133365646799
2016-05-10 16:55:00,0,0,0,,,,,0.133365646799
2016-05-11 16:55:00,0,0,0,,,,,0.133365646799
2016-05-12 16:55:00,-10,0,-10,,,,,0.133365646799
2016-05-13 16:55:00,-10,0,-10,,,,,0.133365646799
2016-05-16 16:55:00,-20,0,-20,,,,,0.133365646799
2016-05-17 16:55:00,-40,0,-40,,,,,0.133365646799
2016-05-18 16:55:00,-40,0,-40,,,,,0.133365646799
2016-05-19 16:55:00,0,0,0,47.9439934808,,0.0159813311603,,0.149346977959
2016-05-20 14:25:00,0,0,0,,,,,0.149346977959
2016-05-23 16:55:00,0,0,0,,,,,0.149346977959
2016-05-24 16:55:00,0,0,0,,,,,0.149346977959
2016-05-25 16:55:00,-10,0,-10,,,,,0.149346977959
2016-05-26 16:55:00,-10,0,-10,,,,,0.149346977959
2016-05-27 16:55:00,-10,0,-10,,,,,0.149346977959
2016-05-30 12:55:00,-10,0,-10,,,,,0.149346977959
2016-05-31 16:55:00,0,0,0,8.0782963,,0.00269276543333,,0.152039743392
