date,price,order
2016-03-04 11:10:00,35.47687142,-10
2016-03-04 15:45:00,36.1864088484,-10
2016-03-07 10:15:00,36.9101370254,-20
2016-03-07 12:10:00,37.6483397659,-40
2016-03-09 14:25:00,38.4013065612,-80
2016-03-14 10:15:00,36.7628238578,160
2016-03-16 19:50:00,38.85380081,-10
2016-03-17 04:40:00,39.6308768262,-10
2016-03-17 19:30:00,40.4234943627,-20
2016-03-21 02:10:00,38.8370936757,40
2016-03-22 04:25:00,41.3324294634,-10
2016-03-23 09:55:00,40.52198967,-10
2016-03-23 14:25:00,39.9040293275,20
2016-04-20 12:45:00,42.45485715,-10
2016-04-20 23:00:00,44.1700333789,-20
2016-04-21 09:40:00,43.303954293,-10
2016-04-27 05:45:00,45.0534340464,-40
2016-04-28 13:35:00,45.9545027274,-80
2016-05-03 09:50:00,43.9937450188,160
2016-05-12 07:40:00,46.76550281,-10
2016-05-16 09:35:00,47.7008128662,-10
2016-05-17 16:30:00,48.6548291235,-20
2016-05-19 10:05:00,46.7453936438,40
2016-05-25 14:35:00,49.63782963,-10
2016-05-31 16:55:00,48.83,10
