date,short cashflow,exit order,exit price,return
2016-03-14 07:45:00,38.63570428,1,37.4766331516,0.0003863570428
2016-03-20 21:25:00,160.41520324,4,38.9006867857,0.0016041520324
2016-03-23 10:30:00,41.52198967,1,40.2763299799,0.0004152198967
2016-05-03 05:05:00,684.82285725,15,44.2852114355,0.0068482285725
2016-05-27 16:55:00,391.12402248,-8,0.0,0.0
