date,long cashflow,exit order,exit price,return
2016-01-07 11:25:00,-5337.95642436,-160.0,34.1962833436,0.044482970203
2016-01-08 12:25:00,-328.2081423,-10.0,33.6413345858,0.0027350678525
2016-01-12 08:15:00,-308.2935418,-10.0,31.6000880345,0.00256911284833
2016-01-18 06:45:00,-1156.62529615,-40.0,29.6385232139,0.00963854413462
2016-01-20 18:00:00,-1069.30987012,-40.0,27.4010654218,0.00891091558434
Sum,0.0683366106228,,,
