date,price,order
2016-03-10 22:35:00,38.63570428,-10
2016-03-14 04:50:00,37.669811673,10
2016-03-16 19:50:00,38.85380081,-10
2016-03-17 10:55:00,39.8251458303,-10
2016-03-18 07:00:00,40.820774476,-20
2016-03-20 18:00:00,39.0781208006,40
2016-03-21 18:55:00,41.5350394117,-10
2016-03-23 09:55:00,40.52198967,-10
2016-03-23 14:25:00,40.0028016774,20
2016-04-20 12:45:00,42.45485715,-10
2016-04-21 09:35:00,43.5162285787,-10
2016-04-26 16:45:00,44.6041342932,-20
2016-04-28 12:00:00,45.7192376505,-40
2016-05-03 10:30:00,43.6381121618,80
2016-05-12 07:40:00,46.76550281,-10
2016-05-16 15:45:00,47.9346403802,-10
2016-05-24 16:30:00,49.1330063898,-20
